scene_name,instance_token,sample_token,timestamp,x,y,category
scene-0757,3c16d6997c70488ab7e9dfd0fbec962e_seg0,8fe9664cec514a58b1184c4fcefda6b5,1535657128149910,304.3,683.237,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,a9def8f915cf4bfe9c74b864384ec6c7,1535657116649423,311.846,696.05,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,3d22d2c87c5b483a914c7e8125326013,1535657117149304,311.404,695.55,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,286532245ff646a9915070c8b402e487,1535657117649169,310.962,695.051,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,73e2b7fb98ef41aface277a968d65941,1535657118149616,310.519,694.551,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,c537fef0b4b241df92f44daa976fe5b3,1535657118649480,310.077,694.052,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,d68668cb98fe4be5a00f58b5ac8a0a7d,1535657119149935,309.653,693.549,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,00889f8a9549450aa2f32cf310a3e305,1535657119649820,309.251,693.028,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,dd8d85a47000418e849e4cb2f2a3f45f,1535657120149686,308.873,692.491,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,c15f8261acfd4013a735798770fad71a,1535657120649535,308.518,691.937,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,0373e9d8886648779c8a73304919ab5f,1535657121149429,308.16,691.389,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,a5addc41b07842768a2183abdd01cff8,1535657121649287,307.802,690.841,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,46292fc546f048f29520299220f22798,1535657122149177,307.464,690.285,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,9ecb1b79dbe140ca860efc4adebe854b,1535657122649085,307.126,689.729,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,bad8a002637046178fe0f8216e5bc355,1535657123148366,306.789,689.174,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,4d8ff5b287bb4e1ba6d0a0f79fc74457,1535657123648262,306.451,688.617,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,af8c2d8187aa463eab3cccbd6abc1573,1535657124148113,306.143,688.088,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,73ccc9c10a3547849b8ff130d50bac98,1535657124648599,305.835,687.559,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,e3bcde4a06124931a097ef2a211aaaef,1535657125148970,305.527,687.029,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,9e6ce5a26025462fbd9bdac2d18c07eb,1535657125649405,305.222,686.469,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,1b90013f0287408f9371729424c93892,1535657126149278,304.917,685.909,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,ca0a3858c31e4281866e2b2a7f7c0db0,1535657126649732,304.611,685.349,human.pedestrian.adult
scene-0757,4b086f653d5a47a79f73f1d4a4d956d8_seg0,2c3e2cfc699f4ca78cc77dc3161d1763,1535657127150180,304.306,684.789,human.pedestrian.adult
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,348c8122f47349429a6cd694dcac86e6,1535657115148131,309.418,704.263,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,7ae00681137b40f5bd7bef3823a82ee2,1535657115648632,308.121,702.747,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,8b6d496ed9d84469b75836ca1c56959f,1535657116148450,306.825,701.234,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,a9def8f915cf4bfe9c74b864384ec6c7,1535657116649423,305.527,699.716,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,3d22d2c87c5b483a914c7e8125326013,1535657117149304,303.906,697.885,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,286532245ff646a9915070c8b402e487,1535657117649169,302.285,696.054,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,73e2b7fb98ef41aface277a968d65941,1535657118149616,300.662,694.22,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,c537fef0b4b241df92f44daa976fe5b3,1535657118649480,299.041,692.389,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,d68668cb98fe4be5a00f58b5ac8a0a7d,1535657119149935,297.442,690.544,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,00889f8a9549450aa2f32cf310a3e305,1535657119649820,295.844,688.701,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,dd8d85a47000418e849e4cb2f2a3f45f,1535657120149686,294.246,686.858,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,c15f8261acfd4013a735798770fad71a,1535657120649535,292.648,685.015,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,0373e9d8886648779c8a73304919ab5f,1535657121149429,291.178,683.243,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,a5addc41b07842768a2183abdd01cff8,1535657121649287,289.709,681.471,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,46292fc546f048f29520299220f22798,1535657122149177,288.24,679.698,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,9ecb1b79dbe140ca860efc4adebe854b,1535657122649085,286.77,677.926,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,bad8a002637046178fe0f8216e5bc355,1535657123148366,285.428,676.321,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,4d8ff5b287bb4e1ba6d0a0f79fc74457,1535657123648262,284.084,674.714,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,af8c2d8187aa463eab3cccbd6abc1573,1535657124148113,282.74,673.107,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,73ccc9c10a3547849b8ff130d50bac98,1535657124648599,281.39,671.434,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,e3bcde4a06124931a097ef2a211aaaef,1535657125148970,280.041,669.761,vehicle.bicycle
scene-0757,ba9b515701e248b0a00c814447cea8a1_seg0,9e6ce5a26025462fbd9bdac2d18c07eb,1535657125649405,278.692,668.088,vehicle.bicycle
scene-0796,123975e127674a218dec62579ce3ef49_seg0,17723c0411434e48875a93de4db0ecba,1538448750047463,1791.573,2567.886,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1791.847,2567.478,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,19f02e3faab4412988f28d419e1727fa,1538448751048300,1792.147,2567.028,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,312cd4d3bef1476a9211d3dab50dd0b7,1538448751548178,1792.454,2566.568,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,4aaaf68b9f9f45968a4e862eb03e17ea,1538448752048628,1792.83,2566.018,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,639a4120779f44bb9cf41be3e8612e36,1538448752549040,1793.207,2565.467,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,b2f333255d574bebb6f170beaab6a824,1538448753048377,1793.582,2564.935,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,0106a9b8e65f4ad1867b44591aeed8b0,1538448753547684,1793.971,2564.397,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,4786b3c0d0a24c8b86b0676d32dd5919,1538448754047572,1794.36,2563.864,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,4ee219c4638949de9d994bc792fd0a69,1538448754547448,1794.763,2563.342,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,ac9af15d1aba4f5786877dde9f0b1c93,1538448755047865,1795.178,2562.842,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,61d47d1198184bfdaa6777e9448d825d,1538448755548316,1795.594,2562.341,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,f1fd429830e3437db4ba03ba851f0015,1538448756050426,1795.991,2561.856,human.pedestrian.adult
scene-0796,123975e127674a218dec62579ce3ef49_seg0,7df1288fed8a403b8e7a35112b392d7c,1538448756547528,1796.385,2561.375,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1862.786,2530.167,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1862.146,2530.658,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,a51146d2b181450292623ec03ade9f03,1538448746047898,1861.506,2531.15,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1860.866,2531.642,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1860.227,2532.132,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1859.514,2532.705,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1858.981,2533.119,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1858.439,2533.714,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1857.897,2534.31,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1857.407,2534.863,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,17723c0411434e48875a93de4db0ecba,1538448750047463,1856.851,2535.325,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1856.294,2535.787,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,19f02e3faab4412988f28d419e1727fa,1538448751048300,1855.712,2536.406,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,312cd4d3bef1476a9211d3dab50dd0b7,1538448751548178,1855.13,2537.025,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,4aaaf68b9f9f45968a4e862eb03e17ea,1538448752048628,1854.548,2537.644,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,639a4120779f44bb9cf41be3e8612e36,1538448752549040,1853.928,2538.04,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,b2f333255d574bebb6f170beaab6a824,1538448753048377,1853.344,2538.564,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,0106a9b8e65f4ad1867b44591aeed8b0,1538448753547684,1852.759,2539.088,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,4786b3c0d0a24c8b86b0676d32dd5919,1538448754047572,1852.174,2539.613,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,4ee219c4638949de9d994bc792fd0a69,1538448754547448,1851.589,2540.138,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,ac9af15d1aba4f5786877dde9f0b1c93,1538448755047865,1851.003,2540.663,human.pedestrian.adult
scene-0796,343a0d85fb3849d68c70401101cc53da_seg0,61d47d1198184bfdaa6777e9448d825d,1538448755548316,1850.418,2541.188,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1865.675,2481.739,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1865.18,2482.337,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,a51146d2b181450292623ec03ade9f03,1538448746047898,1864.684,2482.936,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1864.188,2483.535,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1863.693,2484.133,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1863.198,2484.732,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1862.703,2485.33,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1862.207,2485.928,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1861.711,2486.527,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1861.216,2487.126,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,17723c0411434e48875a93de4db0ecba,1538448750047463,1860.721,2487.724,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1860.225,2488.323,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,19f02e3faab4412988f28d419e1727fa,1538448751048300,1859.767,2488.876,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,312cd4d3bef1476a9211d3dab50dd0b7,1538448751548178,1859.31,2489.428,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,4aaaf68b9f9f45968a4e862eb03e17ea,1538448752048628,1858.852,2489.981,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,639a4120779f44bb9cf41be3e8612e36,1538448752549040,1858.395,2490.534,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,b2f333255d574bebb6f170beaab6a824,1538448753048377,1857.938,2491.086,human.pedestrian.adult
scene-0796,3684709dcf7246be881769a6fd33d80b_seg1,0106a9b8e65f4ad1867b44591aeed8b0,1538448753547684,1857.481,2491.637,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1859.737,2489.254,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1859.161,2489.95,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,a51146d2b181450292623ec03ade9f03,1538448746047898,1858.584,2490.647,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1858.007,2491.344,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1857.431,2492.04,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1856.9,2492.681,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1856.369,2493.322,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1855.839,2493.963,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1855.308,2494.605,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1854.777,2495.246,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,17723c0411434e48875a93de4db0ecba,1538448750047463,1854.246,2495.887,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1853.715,2496.528,human.pedestrian.adult
scene-0796,5693745996aa45ceb9bcd5a238aea978_seg1,19f02e3faab4412988f28d419e1727fa,1538448751048300,1853.184,2497.17,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1855.098,2493.555,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1854.597,2494.197,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,a51146d2b181450292623ec03ade9f03,1538448746047898,1854.096,2494.841,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1853.595,2495.484,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1853.163,2496.042,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1852.731,2496.602,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1852.299,2497.161,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1851.867,2497.72,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1851.435,2498.28,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1851.003,2498.84,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,17723c0411434e48875a93de4db0ecba,1538448750047463,1850.571,2499.399,human.pedestrian.adult
scene-0796,a9ba2ffc5a95458c9bd1052be9bc24ad_seg1,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1850.138,2499.959,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1873.111,2514.951,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1872.613,2515.898,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,a51146d2b181450292623ec03ade9f03,1538448746047898,1872.091,2516.452,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1871.58,2516.895,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1871.07,2517.338,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1870.559,2517.781,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1869.951,2518.138,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1869.253,2518.657,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1868.636,2519.209,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1868.094,2519.712,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,17723c0411434e48875a93de4db0ecba,1538448750047463,1867.581,2520.204,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1867.058,2520.761,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,19f02e3faab4412988f28d419e1727fa,1538448751048300,1866.536,2521.319,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,312cd4d3bef1476a9211d3dab50dd0b7,1538448751548178,1866.054,2521.892,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,4aaaf68b9f9f45968a4e862eb03e17ea,1538448752048628,1865.55,2522.429,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,639a4120779f44bb9cf41be3e8612e36,1538448752549040,1865.046,2522.965,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,b2f333255d574bebb6f170beaab6a824,1538448753048377,1864.543,2523.501,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,0106a9b8e65f4ad1867b44591aeed8b0,1538448753547684,1864.04,2524.036,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,4786b3c0d0a24c8b86b0676d32dd5919,1538448754047572,1863.505,2524.508,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,4ee219c4638949de9d994bc792fd0a69,1538448754547448,1862.971,2524.979,human.pedestrian.adult
scene-0796,ae873f154c6a43b2b10a097e8e03fd92_seg0,ac9af15d1aba4f5786877dde9f0b1c93,1538448755047865,1862.435,2525.452,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,d6b0de49811b4d1b86a0933719c0c44a,1538448745047596,1858.947,2488.471,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,6d5d0e60cbf4429d8b6cfa055924e5ca,1538448745547460,1858.429,2489.086,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,a51146d2b181450292623ec03ade9f03,1538448746047898,1857.911,2489.702,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,092051710b7b4d9294e98dcb3f0f7be1,1538448746548329,1857.392,2490.318,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,feaef544d11646ed806b53d9e1f39cd9,1538448747047643,1857.022,2490.867,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,dca2cc206bb34bc197ae8ebdaed22f35,1538448747547529,1856.606,2491.473,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,fe42b85d7f7a4107b650ffa993a4fbff,1538448748047387,1856.189,2492.078,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,fe2a163b8948451b95fa48e21e1988ce,1538448748547277,1855.773,2492.684,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1855.356,2493.29,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1854.94,2493.895,human.pedestrian.adult
scene-0796,af8f1a158d3741ab9d5856b91531d758_seg1,17723c0411434e48875a93de4db0ecba,1538448750047463,1854.523,2494.501,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,3a7aa284dd9d485d8effc20db8cda140,1538448749047731,1791.368,2569.275,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,f218a2b4fa6941f7ac3798adc72126e8,1538448749547584,1791.789,2568.765,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,17723c0411434e48875a93de4db0ecba,1538448750047463,1792.21,2568.256,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,7fd597745c26471ab336b3dd41a5f6dc,1538448750547877,1792.567,2567.763,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,19f02e3faab4412988f28d419e1727fa,1538448751048300,1792.884,2567.243,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,312cd4d3bef1476a9211d3dab50dd0b7,1538448751548178,1793.175,2566.773,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,4aaaf68b9f9f45968a4e862eb03e17ea,1538448752048628,1793.491,2566.318,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,639a4120779f44bb9cf41be3e8612e36,1538448752549040,1793.866,2565.786,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,b2f333255d574bebb6f170beaab6a824,1538448753048377,1794.241,2565.255,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,0106a9b8e65f4ad1867b44591aeed8b0,1538448753547684,1794.607,2564.833,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,4786b3c0d0a24c8b86b0676d32dd5919,1538448754047572,1794.993,2564.363,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,4ee219c4638949de9d994bc792fd0a69,1538448754547448,1795.371,2563.891,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,ac9af15d1aba4f5786877dde9f0b1c93,1538448755047865,1795.761,2563.419,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,61d47d1198184bfdaa6777e9448d825d,1538448755548316,1796.151,2562.948,human.pedestrian.adult
scene-0796,afa497ac5b994d0c9aa0ddda6cb9ac81_seg0,f1fd429830e3437db4ba03ba851f0015,1538448756050426,1796.542,2562.475,human.pedestrian.adult
